observed_on,url,image_url,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2023-05-09,https://www.inaturalist.org/observations/160910313,https://inaturalist-open-data.s3.amazonaws.com/photos/278093536/medium.jpg,31.4529383333,-97.20102,4,4,common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
2023-05-10,https://www.inaturalist.org/observations/160910316,https://inaturalist-open-data.s3.amazonaws.com/photos/278093547/medium.jpeg,46.3333739997,-83.977798,,,Canada mayflower,Maianthemum canadense,Canada mayflower,Plantae,67748
2023-05-09,https://www.inaturalist.org/observations/160910327,https://inaturalist-open-data.s3.amazonaws.com/photos/278093596/medium.jpeg,31.7044527778,-97.5890833333,,,Ozark grass,Limnodea arkansana,Ozark grass,Plantae,223773
2023-05-07,https://www.inaturalist.org/observations/160910330,https://static.inaturalist.org/photos/278093554/medium.jpg,35.6316616667,-97.595305,8,8,Yellow Sweetclover,Melilotus officinalis,Yellow Sweetclover,Plantae,57066
2023-05-10,https://www.inaturalist.org/observations/160910355,https://inaturalist-open-data.s3.amazonaws.com/photos/278093609/medium.jpg,31.1069235671,-97.8840986589,8,8,prairie bishop,Bifora americana,prairie bishop,Plantae,156276
2023-05-09,https://www.inaturalist.org/observations/160910376,https://static.inaturalist.org/photos/278093615/medium.jpg,32.8978366667,-96.7759033333,4,4,musk thistle,Carduus nutans,musk thistle,Plantae,76007
2023-05-10,https://www.inaturalist.org/observations/160910384,https://inaturalist-open-data.s3.amazonaws.com/photos/278093651/medium.jpg,43.9308503224,-72.655391302,3,3,Сангвинария канадская,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160910404,https://inaturalist-open-data.s3.amazonaws.com/photos/278093650/medium.jpeg,46.3332447139,-83.9786525722,,,leatherleaf,Chamaedaphne calyculata,leatherleaf,Plantae,132767
2023-05-10,https://www.inaturalist.org/observations/160910407,https://static.inaturalist.org/photos/278093663/medium.jpg,44.776133903,-93.1653156124,7,7,largeflower bellwort,Uvularia grandiflora,largeflower bellwort,Plantae,126749
2023-05-10,https://www.inaturalist.org/observations/160910421,https://inaturalist-open-data.s3.amazonaws.com/photos/278093681/medium.jpeg,46.3334730778,-83.9787098194,,,yellow trout lily,Erythronium americanum,yellow trout lily,Plantae,48240
2023-05-02,https://www.inaturalist.org/observations/160910474,https://inaturalist-open-data.s3.amazonaws.com/photos/278093809/medium.jpeg,37.9085167688,-75.3567269817,216,216,water oak,Quercus nigra,water oak,Plantae,53640
2023-05-05,https://www.inaturalist.org/observations/160910482,https://inaturalist-open-data.s3.amazonaws.com/photos/278092860/medium.jpg,28.4587878233,-81.3728227967,29,29,rosary pea,Abrus precatorius,rosary pea,Plantae,122099
2023-05-10,https://www.inaturalist.org/observations/160910490,https://inaturalist-open-data.s3.amazonaws.com/photos/278093849/medium.jpg,38.7252886245,-77.5462233569,5,5,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160910493,https://inaturalist-open-data.s3.amazonaws.com/photos/278093860/medium.jpg,43.2436340062,-79.9475883803,9,9,Virginia waterleaf,Hydrophyllum virginianum,Virginia waterleaf,Plantae,81711
2023-05-10,https://www.inaturalist.org/observations/160910505,https://inaturalist-open-data.s3.amazonaws.com/photos/278093877/medium.jpeg,46.3334088163,-83.9783374965,8,8,Eastern Teaberry,Gaultheria procumbens,Eastern Teaberry,Plantae,62376
2023-05-10,https://www.inaturalist.org/observations/160910544,https://inaturalist-open-data.s3.amazonaws.com/photos/278093937/medium.jpg,42.2202677111,-87.926227265,5,5,Butterweed,Packera glabella,Butterweed,Plantae,54921
2023-05-05,https://www.inaturalist.org/observations/160910552,https://inaturalist-open-data.s3.amazonaws.com/photos/278101771/medium.jpg,42.2811477341,-81.8433638235,8,8,largeflower bellwort,Uvularia grandiflora,largeflower bellwort,Plantae,126749
2023-05-10,https://www.inaturalist.org/observations/160910585,https://inaturalist-open-data.s3.amazonaws.com/photos/278094026/medium.jpg,43.2438428439,-79.9473139403,7,7,cut-leaved toothwort,Cardamine concatenata,cut-leaved toothwort,Plantae,60438
2023-05-09,https://www.inaturalist.org/observations/160910589,https://inaturalist-open-data.s3.amazonaws.com/photos/278094016/medium.jpg,37.9065333333,-79.7977833333,4,4,fringed polygala,Polygaloides paucifolia,fringed polygala,Plantae,497911
2023-05-10,https://www.inaturalist.org/observations/160910634,https://static.inaturalist.org/photos/278094102/medium.jpg,32.70487,-96.7060166667,4,4,Texas Paintbrush,Castilleja indivisa,Texas Paintbrush,Plantae,123956
2023-05-07,https://www.inaturalist.org/observations/160910670,https://inaturalist-open-data.s3.amazonaws.com/photos/278094341/medium.jpg,42.0101777833,-87.678795,14,14,common star-of-Bethlehem,Ornithogalum umbellatum,common star-of-Bethlehem,Plantae,56137
2023-05-08,https://www.inaturalist.org/observations/160910682,https://static.inaturalist.org/photos/278094215/medium.jpeg,21.16545,-90.0292972222,,,Bejuco de mar,Ipomoea pes-caprae,Beach Morning Glory,Plantae,60879
2023-05-10,https://www.inaturalist.org/observations/160910687,https://inaturalist-open-data.s3.amazonaws.com/photos/278094193/medium.jpg,28.1875810074,-82.3290372827,8,8,American sweetgum,Liquidambar styraciflua,American sweetgum,Plantae,49658
2023-05-10,https://www.inaturalist.org/observations/160910762,https://inaturalist-open-data.s3.amazonaws.com/photos/278094307/medium.jpg,28.5118084029,-81.0933399015,4,4,rose rush,Lygodesmia aphylla,rose rush,Plantae,126341
2023-05-10,https://www.inaturalist.org/observations/160910771,https://static.inaturalist.org/photos/278094330/medium.jpg,41.2488302775,-81.4055168443,5,5,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-09,https://www.inaturalist.org/observations/160910796,https://inaturalist-open-data.s3.amazonaws.com/photos/278094367/medium.jpg,37.8955716667,-79.7989966667,6,6,star chickweed,Stellaria pubera,star chickweed,Plantae,126702
2023-05-09,https://www.inaturalist.org/observations/160910815,https://static.inaturalist.org/photos/278094429/medium.jpeg,30.38215056,-89.05540592,3,3,American trumpet vine,Campsis radicans,American trumpet vine,Plantae,75995
2023-05-10,https://www.inaturalist.org/observations/160910821,https://inaturalist-open-data.s3.amazonaws.com/photos/278094420/medium.jpeg,45.532409668,-73.9285354614,41,41,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-10,https://www.inaturalist.org/observations/160910848,https://inaturalist-open-data.s3.amazonaws.com/photos/278094462/medium.jpg,38.8924128469,-77.075926317,24,24,white mulberry,Morus alba,white mulberry,Plantae,56090
2023-05-10,https://www.inaturalist.org/observations/160910868,https://static.inaturalist.org/photos/278094510/medium.jpg,30.2669292223,-97.8746838682,4,4,Engelmann Daisy,Engelmannia peristenia,Engelmann Daisy,Plantae,127943
2023-05-10,https://www.inaturalist.org/observations/160910876,https://static.inaturalist.org/photos/278094511/medium.jpg,45.8798637861,-72.5473350879,65,65,grey alder,Alnus incana,grey alder,Plantae,75377
2023-05-09,https://www.inaturalist.org/observations/160910880,https://inaturalist-open-data.s3.amazonaws.com/photos/278094558/medium.jpg,34.1770267896,-117.6751115976,24,24,Spanish Broom,Spartium junceum,Spanish Broom,Plantae,47406
2023-05-10,https://www.inaturalist.org/observations/160910961,https://inaturalist-open-data.s3.amazonaws.com/photos/278094660/medium.jpg,34.7357133333,-98.5381083333,4,4,Wild Blue Larkspur,Delphinium carolinianum,Wild Blue Larkspur,Plantae,161660
2023-05-09,https://www.inaturalist.org/observations/160910977,https://inaturalist-open-data.s3.amazonaws.com/photos/278094680/medium.jpeg,31.7041777778,-97.5889583333,,,clasping coneflower,Rudbeckia amplexicaulis,clasping coneflower,Plantae,200073
2023-05-10,https://www.inaturalist.org/observations/160910979,https://inaturalist-open-data.s3.amazonaws.com/photos/278094725/medium.jpg,42.50758,-71.32685,6,6,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160910990,https://inaturalist-open-data.s3.amazonaws.com/photos/278094707/medium.jpg,42.2203430699,-87.9263514944,4,4,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-10,https://www.inaturalist.org/observations/160910995,https://inaturalist-open-data.s3.amazonaws.com/photos/278094716/medium.jpeg,41.24881277,-81.40551282,6,6,wood anemone,Anemonoides quinquefolia,wood anemone,Plantae,950598
2023-05-08,https://www.inaturalist.org/observations/160911028,https://inaturalist-open-data.s3.amazonaws.com/photos/278095076/medium.jpg,42.70445,-73.68872,48,48,great mullein,Verbascum thapsus,great mullein,Plantae,59029
2023-05-10,https://www.inaturalist.org/observations/160911046,https://static.inaturalist.org/photos/278094789/medium.jpg,41.8148221868,-88.0927892961,8,8,eastern shooting star,Primula meadia,eastern shooting star,Plantae,549981
2023-05-10,https://www.inaturalist.org/observations/160911122,https://inaturalist-open-data.s3.amazonaws.com/photos/278094978/medium.jpeg,29.7818050385,-98.7091217041,5,5,Virginia wildrye,Elymus virginicus,Virginia wildrye,Plantae,126873
2023-05-09,https://www.inaturalist.org/observations/160911129,https://inaturalist-open-data.s3.amazonaws.com/photos/278094988/medium.jpg,37.8954916667,-79.7985166667,6,6,partridgeberry,Mitchella repens,partridgeberry,Plantae,83799
2023-05-10,https://www.inaturalist.org/observations/160911130,https://inaturalist-open-data.s3.amazonaws.com/photos/278094995/medium.jpg,44.3276477938,-99.6788603017,10,10,Crested Wheatgrass,Agropyron cristatum,Crested Wheatgrass,Plantae,75309
2023-05-10,https://www.inaturalist.org/observations/160911202,https://inaturalist-open-data.s3.amazonaws.com/photos/278104999/medium.jpg,45.6941346391,-73.7253046236,4,4,Canada plum,Prunus nigra,Canada plum,Plantae,54832
2023-05-10,https://www.inaturalist.org/observations/160911207,https://static.inaturalist.org/photos/278095280/medium.jpg,38.7714460586,-77.4101779238,4,4,box elder,Acer negundo,box elder,Plantae,47726
2023-05-10,https://www.inaturalist.org/observations/160911268,https://inaturalist-open-data.s3.amazonaws.com/photos/278095329/medium.jpeg,45.4490060251,-75.7665437087,7,7,wild sarsaparilla,Aralia nudicaulis,wild sarsaparilla,Plantae,119828
2023-05-10,https://www.inaturalist.org/observations/160911298,https://static.inaturalist.org/photos/278095390/medium.jpeg,35.1997935839,-87.0308412239,5931,5931,Widow's-cross,Sedum pulchellum,Widow's-cross,Plantae,168746
2023-05-10,https://www.inaturalist.org/observations/160911366,https://inaturalist-open-data.s3.amazonaws.com/photos/278095514/medium.jpg,32.8910677415,-96.8012538261,21,21,baldcypress,Taxodium distichum,baldcypress,Plantae,49666
2023-05-10,https://www.inaturalist.org/observations/160911408,https://inaturalist-open-data.s3.amazonaws.com/photos/278095583/medium.jpg,41.2484660419,-81.4054269065,4,4,American beech,Fagus grandifolia,American beech,Plantae,49202
2023-05-10,https://www.inaturalist.org/observations/160911411,https://inaturalist-open-data.s3.amazonaws.com/photos/278095594/medium.jpeg,38.9336242676,-76.6836166382,1246,1246,Common Vetch,Vicia sativa,Common Vetch,Plantae,53324
2023-05-10,https://www.inaturalist.org/observations/160911417,https://inaturalist-open-data.s3.amazonaws.com/photos/278095600/medium.jpg,29.8741837669,-98.1990734739,4,4,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
2023-05-08,https://www.inaturalist.org/observations/160911425,https://static.inaturalist.org/photos/278096477/medium.jpeg,29.7500512,-94.6833984,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
2023-05-10,https://www.inaturalist.org/observations/160911437,https://inaturalist-open-data.s3.amazonaws.com/photos/278095655/medium.jpeg,38.9017333984,-77.4146957397,4,4,fortune's spindle,Euonymus fortunei,fortune's spindle,Plantae,130893
2023-05-09,https://www.inaturalist.org/observations/160911439,https://inaturalist-open-data.s3.amazonaws.com/photos/278095649/medium.jpg,31.4527333333,-97.2010033333,4,4,Canadian Meadow garlic,Allium canadense,Canadian Meadow garlic,Plantae,126641
2023-05-10,https://www.inaturalist.org/observations/160911449,https://inaturalist-open-data.s3.amazonaws.com/photos/278095843/medium.jpg,33.139857934,-96.8457325397,4,4,Indian blanket,Gaillardia pulchella,Indian blanket,Plantae,51768
2023-05-10,https://www.inaturalist.org/observations/160911451,https://static.inaturalist.org/photos/278095703/medium.jpg,41.8140860488,-88.0928674522,9,9,Jacob's ladder,Polemonium reptans,Jacob's ladder,Plantae,67524
2023-05-10,https://www.inaturalist.org/observations/160911457,https://inaturalist-open-data.s3.amazonaws.com/photos/278095714/medium.jpg,42.1521729892,-87.7826723039,15,15,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402
2023-05-10,https://www.inaturalist.org/observations/160911468,https://inaturalist-open-data.s3.amazonaws.com/photos/278095853/medium.jpeg,41.96851075,-82.53228915,9,9,red deadnettle,Lamium purpureum,red deadnettle,Plantae,55851
2023-05-10,https://www.inaturalist.org/observations/160911523,https://inaturalist-open-data.s3.amazonaws.com/photos/278095871/medium.jpg,33.1398100011,-96.8455185906,4,4,Texas Paintbrush,Castilleja indivisa,Texas Paintbrush,Plantae,123956
2023-05-10,https://www.inaturalist.org/observations/160911540,https://static.inaturalist.org/photos/278095931/medium.jpg,38.7722937308,-77.4106965075,4,4,eastern hemlock,Tsuga canadensis,eastern hemlock,Plantae,48734
2023-05-10,https://www.inaturalist.org/observations/160911554,https://inaturalist-open-data.s3.amazonaws.com/photos/278095927/medium.jpeg,38.9018249512,-77.4150848389,5,5,Italian arum,Arum italicum,Italian arum,Plantae,61168
2023-05-10,https://www.inaturalist.org/observations/160911570,https://static.inaturalist.org/photos/278095967/medium.jpg,29.471823125,-98.4738044817,317,317,clasping Venus's looking glass,Triodanis perfoliata,clasping Venus's looking glass,Plantae,64293
2023-05-08,https://www.inaturalist.org/observations/160911639,https://inaturalist-open-data.s3.amazonaws.com/photos/278096115/medium.jpg,42.7042176569,-73.6887565334,22,22,Skelört,Chelidonium majus,Greater celandine,Plantae,55757
2023-05-10,https://www.inaturalist.org/observations/160911690,https://inaturalist-open-data.s3.amazonaws.com/photos/278096211/medium.jpg,42.2203544729,-87.9267001349,9,9,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-10,https://www.inaturalist.org/observations/160911711,https://static.inaturalist.org/photos/278096178/medium.jpg,30.4775916667,-84.3563216667,4,4,Gulf Sebastian-bush,Ditrysinia fruticosa,Gulf Sebastian-bush,Plantae,333385
2023-05-10,https://www.inaturalist.org/observations/160911740,https://inaturalist-open-data.s3.amazonaws.com/photos/278096269/medium.jpeg,49.8783808,-97.1032931997,,,Будра плющевидная,Glechoma hederacea,ground-ivy,Plantae,55830
2023-05-09,https://www.inaturalist.org/observations/160911755,https://static.inaturalist.org/photos/278096260/medium.jpeg,44.0547759722,-123.115487,,,red deadnettle,Lamium purpureum,red deadnettle,Plantae,55851
2023-05-10,https://www.inaturalist.org/observations/160911778,https://inaturalist-open-data.s3.amazonaws.com/photos/278096328/medium.jpeg,41.24842901,-81.40547331,7,7,American beech,Fagus grandifolia,American beech,Plantae,49202
2023-05-10,https://www.inaturalist.org/observations/160911807,https://inaturalist-open-data.s3.amazonaws.com/photos/278096385/medium.jpeg,38.9018249512,-77.4161300659,5,5,Annual Honesty,Lunaria annua,Annual Honesty,Plantae,55886
2023-05-10,https://www.inaturalist.org/observations/160911817,https://static.inaturalist.org/photos/278096406/medium.jpeg,39.48287846,-77.74182132,3,3,Amur honeysuckle,Lonicera maackii,Amur honeysuckle,Plantae,82342
2023-05-10,https://www.inaturalist.org/observations/160911837,https://inaturalist-open-data.s3.amazonaws.com/photos/278096443/medium.jpg,33.13881882,-96.8460181543,4,4,musk thistle,Carduus nutans,musk thistle,Plantae,76007
2023-05-10,https://www.inaturalist.org/observations/160911848,https://static.inaturalist.org/photos/278096475/medium.jpeg,43.1458931,-79.1648543997,,,largeflower bellwort,Uvularia grandiflora,largeflower bellwort,Plantae,126749
2023-05-10,https://www.inaturalist.org/observations/160911861,https://static.inaturalist.org/photos/278096550/medium.jpg,41.3172086542,-72.9559039277,8,8,sassafras,Sassafras albidum,sassafras,Plantae,54795
2023-05-07,https://www.inaturalist.org/observations/160911897,https://inaturalist-open-data.s3.amazonaws.com/photos/278096572/medium.jpg,42.0076916667,-87.6747666667,4,4,yellow archangel,Lamium galeobdolon,yellow archangel,Plantae,204339
2023-05-10,https://www.inaturalist.org/observations/160911922,https://static.inaturalist.org/photos/278096653/medium.jpg,43.6497266643,-79.3208034729,87,87,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-10,https://www.inaturalist.org/observations/160911939,https://inaturalist-open-data.s3.amazonaws.com/photos/278096673/medium.jpg,33.1400952461,-96.8489655671,73,73,green antelopehorns,Asclepias viridis,green antelopehorns,Plantae,60946
2023-05-10,https://www.inaturalist.org/observations/160911969,https://inaturalist-open-data.s3.amazonaws.com/photos/278096758/medium.jpg,41.0607726326,-74.4521586231,4,4,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-05-10,https://www.inaturalist.org/observations/160911992,https://static.inaturalist.org/photos/278096806/medium.jpg,41.9163083333,-70.5698866667,5,5,white bog violet,Viola lanceolata,white bog violet,Plantae,128617
2023-05-10,https://www.inaturalist.org/observations/160912025,https://inaturalist-open-data.s3.amazonaws.com/photos/278096855/medium.jpg,36.3703533534,-82.1562835711,9,9,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-10,https://www.inaturalist.org/observations/160912088,https://static.inaturalist.org/photos/278169908/medium.jpg,41.42183,-72.67678,5,5,fringed polygala,Polygaloides paucifolia,fringed polygala,Plantae,497911
2023-05-10,https://www.inaturalist.org/observations/160912095,https://inaturalist-open-data.s3.amazonaws.com/photos/278097464/medium.jpeg,33.84283649,-95.65456815,9,9,cobaea beardtongue,Penstemon cobaea,cobaea beardtongue,Plantae,142655
2023-05-10,https://www.inaturalist.org/observations/160912108,https://static.inaturalist.org/photos/278097115/medium.jpg,45.8817865642,-72.5466817291,1210,1210,purple loosestrife,Lythrum salicaria,purple loosestrife,Plantae,61321
2023-05-10,https://www.inaturalist.org/observations/160912122,https://inaturalist-open-data.s3.amazonaws.com/photos/278097083/medium.jpg,40.2070529656,-83.0386227996,51,51,wild geranium,Geranium maculatum,wild geranium,Plantae,47699
2023-05-10,https://www.inaturalist.org/observations/160912132,https://inaturalist-open-data.s3.amazonaws.com/photos/278097140/medium.jpeg,32.9889831543,-96.7472839355,70,70,smallflower desert-chicory,Pyrrhopappus pauciflorus,smallflower desert-chicory,Plantae,135226
2023-05-10,https://www.inaturalist.org/observations/160912164,https://static.inaturalist.org/photos/278097163/medium.jpg,40.3205528576,-75.1720118803,5,5,herb Robert,Geranium robertianum,herb Robert,Plantae,55925
2023-05-10,https://www.inaturalist.org/observations/160912250,https://inaturalist-open-data.s3.amazonaws.com/photos/278103958/medium.jpg,43.6988422362,-73.0350863958,4,4,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-09,https://www.inaturalist.org/observations/160912253,https://inaturalist-open-data.s3.amazonaws.com/photos/278097451/medium.jpg,37.89738,-79.8038716667,4,4,striped wintergreen,Chimaphila maculata,striped wintergreen,Plantae,82358
2023-05-10,https://www.inaturalist.org/observations/160912261,https://inaturalist-open-data.s3.amazonaws.com/photos/278097260/medium.jpeg,45.4490072012,-75.7667274401,3,3,northern red oak,Quercus rubra,northern red oak,Plantae,49005
2023-05-10,https://www.inaturalist.org/observations/160912310,https://static.inaturalist.org/photos/278097403/medium.jpg,36.9012083333,-76.2040416667,12,12,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-10,https://www.inaturalist.org/observations/160912324,https://inaturalist-open-data.s3.amazonaws.com/photos/278097365/medium.jpeg,32.989440918,-96.7473449707,327,327,White Sweetclover,Melilotus albus,White Sweetclover,Plantae,58907
2023-05-09,https://www.inaturalist.org/observations/160912378,https://inaturalist-open-data.s3.amazonaws.com/photos/278097497/medium.jpg,37.8971333333,-79.8039033333,4,4,yellow star grass,Hypoxis hirsuta,yellow star grass,Plantae,81797
2023-05-10,https://www.inaturalist.org/observations/160912384,https://inaturalist-open-data.s3.amazonaws.com/photos/278097525/medium.jpg,42.2202296349,-87.9266487498,4,4,Spring Avens,Geum vernum,Spring Avens,Plantae,130906
2023-05-10,https://www.inaturalist.org/observations/160912387,https://inaturalist-open-data.s3.amazonaws.com/photos/278097517/medium.jpeg,38.9050598145,-77.4187240601,5,5,Amur honeysuckle,Lonicera maackii,Amur honeysuckle,Plantae,82342
2023-05-10,https://www.inaturalist.org/observations/160912545,https://static.inaturalist.org/photos/278097716/medium.jpeg,43.1432210997,-79.1681863997,,,Greater celandine,Chelidonium majus,Greater celandine,Plantae,55757
2023-05-10,https://www.inaturalist.org/observations/160912551,https://inaturalist-open-data.s3.amazonaws.com/photos/278097734/medium.jpeg,41.5555419922,-93.2653274536,4,4,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160912593,https://inaturalist-open-data.s3.amazonaws.com/photos/278097824/medium.jpg,35.7580366105,-83.2712280272,4,4,Carolina sweetshrub,Calycanthus floridus,Carolina sweetshrub,Plantae,126485
2023-05-10,https://www.inaturalist.org/observations/160912611,https://static.inaturalist.org/photos/278097833/medium.jpg,28.848875,-82.3126,4,4,bluejacket,Tradescantia ohiensis,bluejacket,Plantae,79383
2023-05-09,https://www.inaturalist.org/observations/160912669,https://inaturalist-open-data.s3.amazonaws.com/photos/278098024/medium.jpg,37.8821133333,-79.8071666667,4,4,Сангвинария канадская,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160912682,https://inaturalist-open-data.s3.amazonaws.com/photos/278098503/medium.jpeg,38.77307639,-77.4110092,6,6,striped wintergreen,Chimaphila maculata,striped wintergreen,Plantae,82358
2023-05-10,https://www.inaturalist.org/observations/160912708,https://static.inaturalist.org/photos/278103138/medium.jpg,33.5470000943,-86.7144231708,4,4,Solomon's plume,Maianthemum racemosum,Solomon's plume,Plantae,51062
2023-05-10,https://www.inaturalist.org/observations/160912713,https://static.inaturalist.org/photos/278097988/medium.jpeg,43.54732429,-81.66765508,5,5,bloodroot,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-08,https://www.inaturalist.org/observations/160912730,https://inaturalist-open-data.s3.amazonaws.com/photos/278098093/medium.jpg,41.0183305,-124.1209805,7028,7028,giant vetch,Vicia gigantea,giant vetch,Plantae,53322
2023-05-10,https://www.inaturalist.org/observations/160912732,https://inaturalist-open-data.s3.amazonaws.com/photos/278098062/medium.jpg,42.2202624994,-87.9268607336,9,9,sugar maple,Acer saccharum,sugar maple,Plantae,52543
2023-05-10,https://www.inaturalist.org/observations/160912734,https://static.inaturalist.org/photos/278098075/medium.jpg,38.7730370695,-77.4109789823,3,3,striped wintergreen,Chimaphila maculata,striped wintergreen,Plantae,82358
2023-05-08,https://www.inaturalist.org/observations/160912815,https://inaturalist-open-data.s3.amazonaws.com/photos/278098130/medium.jpg,41.063575,-124.1205833333,33,33,Small-flower Woodrush,Luzula parviflora,Small-flower Woodrush,Plantae,77897
2023-05-04,https://www.inaturalist.org/observations/160912828,https://static.inaturalist.org/photos/278098172/medium.jpg,36.4971466667,-121.8288283333,5,5,wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
2023-05-04,https://www.inaturalist.org/observations/160912910,https://static.inaturalist.org/photos/278098280/medium.jpg,36.497075,-121.8288583333,5,5,Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
2023-05-10,https://www.inaturalist.org/observations/160912969,https://inaturalist-open-data.s3.amazonaws.com/photos/278110531/medium.jpg,41.3396217424,-72.1964124315,98,98,wild sarsaparilla,Aralia nudicaulis,wild sarsaparilla,Plantae,119828
2023-05-10,https://www.inaturalist.org/observations/160912970,https://inaturalist-open-data.s3.amazonaws.com/photos/278098396/medium.jpg,42.2202713981,-87.9267976316,4,4,eastern poison ivy,Toxicodendron radicans,eastern poison ivy,Plantae,58732
2023-05-09,https://www.inaturalist.org/observations/160912975,https://static.inaturalist.org/photos/278098373/medium.jpeg,37.7831039429,-122.5117721558,15,15,poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
2023-05-10,https://www.inaturalist.org/observations/160912990,https://static.inaturalist.org/photos/278098404/medium.jpeg,38.4701051804,-79.0582022443,1283,1283,mountain laurel,Kalmia latifolia,mountain laurel,Plantae,49397
2023-05-10,https://www.inaturalist.org/observations/160912997,https://inaturalist-open-data.s3.amazonaws.com/photos/278098420/medium.jpg,41.616055,-87.4391116667,18,18,bluntleaf sandwort,Moehringia lateriflora,bluntleaf sandwort,Plantae,165493
2023-05-09,https://www.inaturalist.org/observations/160913004,https://static.inaturalist.org/photos/278098439/medium.jpeg,34.3204227146,-118.2554931566,194,194,chamise,Adenostoma fasciculatum,chamise,Plantae,47146
2023-05-10,https://www.inaturalist.org/observations/160913030,https://inaturalist-open-data.s3.amazonaws.com/photos/278098474/medium.jpeg,41.774181366,-88.4522476196,84,84,red deadnettle,Lamium purpureum,red deadnettle,Plantae,55851
2023-05-10,https://www.inaturalist.org/observations/160913076,https://inaturalist-open-data.s3.amazonaws.com/photos/278098540/medium.jpg,42.4382216667,-71.0405361667,4,4,Чистотел большой,Chelidonium majus,Greater celandine,Plantae,55757
2023-05-10,https://www.inaturalist.org/observations/160913113,https://inaturalist-open-data.s3.amazonaws.com/photos/278098728/medium.jpg,31.6430698755,-81.2803350483,8,8,Sandhill milkweed,Asclepias humistrata,Sandhill milkweed,Plantae,128756
2023-05-04,https://www.inaturalist.org/observations/160913145,https://static.inaturalist.org/photos/278098716/medium.jpg,36.4969533333,-121.82895,5,5,blue wild rye,Elymus glaucus,blue wild rye,Plantae,52791
2023-05-10,https://www.inaturalist.org/observations/160913164,https://inaturalist-open-data.s3.amazonaws.com/photos/278098719/medium.jpeg,41.4130554199,-72.040763855,4,4,bird's foot violet,Viola pedata,bird's foot violet,Plantae,82536
2023-05-10,https://www.inaturalist.org/observations/160913165,https://static.inaturalist.org/photos/278098744/medium.jpg,38.4405013545,-78.9004880695,4,4,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
2023-05-10,https://www.inaturalist.org/observations/160913171,https://static.inaturalist.org/photos/278098776/medium.jpg,38.773171105,-77.4112401517,4,4,mountain laurel,Kalmia latifolia,mountain laurel,Plantae,49397
2023-05-09,https://www.inaturalist.org/observations/160913264,https://inaturalist-open-data.s3.amazonaws.com/photos/278098832/medium.jpg,40.77903,-123.8342366667,36,36,Salmonberry,Rubus spectabilis,Salmonberry,Plantae,47543
2023-05-10,https://www.inaturalist.org/observations/160913278,https://inaturalist-open-data.s3.amazonaws.com/photos/278099270/medium.jpg,36.0655590254,-95.9925158456,167,167,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-10,https://www.inaturalist.org/observations/160913294,https://inaturalist-open-data.s3.amazonaws.com/photos/278098879/medium.jpeg,45.4489465168,-75.7666818425,4,4,wild sarsaparilla,Aralia nudicaulis,wild sarsaparilla,Plantae,119828
2023-05-09,https://www.inaturalist.org/observations/160913310,https://inaturalist-open-data.s3.amazonaws.com/photos/278098905/medium.jpg,40.7715833333,-123.82743,5005,5005,giant white wakerobin,Trillium albidum,giant white wakerobin,Plantae,55697
2023-05-08,https://www.inaturalist.org/observations/160913313,https://static.inaturalist.org/photos/278098918/medium.jpg,33.70102,-118.0518416667,4,4,Pink Sand Verbena,Abronia umbellata,Pink Sand Verbena,Plantae,53801
